date,region,temperature,salinity,biodiversity_index
2020-09-27,Atlantic Ocean,15.45,34.78,10.69
2020-09-28,Atlantic Ocean,17.6,34.76,9.04
2020-09-29,Atlantic Ocean,18.99,35.26,8.33
2020-09-30,Atlantic Ocean,16.94,35.13,9.77
2020-10-01,Atlantic Ocean,15.8,34.15,10.71
2020-10-02,Atlantic Ocean,17.3,34.97,8.64
2020-10-03,Atlantic Ocean,14.78,33.84,9.88
2020-10-04,Atlantic Ocean,20.09,35.29,8.29
2020-10-05,Atlantic Ocean,18.51,35.54,8.05
2020-10-06,Atlantic Ocean,19.14,35.25,9.08
2020-10-07,Atlantic Ocean,19.74,34.34,8.44
2020-10-08,Atlantic Ocean,18.91,35.21,7.93
2020-10-09,Atlantic Ocean,19.33,36.17,8.79
2020-10-10,Atlantic Ocean,19.3,35.84,8.48
2020-10-11,Atlantic Ocean,19.75,34.92,7.99
2020-10-12,Atlantic Ocean,15.93,35.32,10.63
2020-10-13,Atlantic Ocean,14.76,35.67,11.27
2020-10-14,Atlantic Ocean,17.22,35.27,9.29
2020-10-15,Atlantic Ocean,17.14,34.17,9.03
2020-10-16,Atlantic Ocean,21.77,35.59,6.82
2020-10-17,Atlantic Ocean,22.01,34.94,7.39
2020-10-18,Atlantic Ocean,17.4,35.48,9.89
2020-10-19,Atlantic Ocean,16.05,34.23,10.91
2020-10-20,Atlantic Ocean,16.41,35.07,10.95
2020-10-21,Atlantic Ocean,18.44,34.51,9.36
2020-10-22,Atlantic Ocean,18.13,34.74,9.78
2020-10-23,Atlantic Ocean,23.28,34.09,6.4
2020-10-24,Atlantic Ocean,17.81,34.9,9.33
2020-10-25,Atlantic Ocean,15.79,34.76,10.05
2020-10-26,Atlantic Ocean,18.72,34.76,7.84
2020-10-27,Atlantic Ocean,19.19,35.06,8.9
2020-10-28,Atlantic Ocean,18.09,34.33,8.18
2020-10-29,Atlantic Ocean,17.98,34.42,9.94
2020-10-30,Atlantic Ocean,16.24,35.1,8.89
2020-10-31,Atlantic Ocean,19.12,34.93,9.07
2020-11-01,Atlantic Ocean,16.56,35.48,9.89
2020-11-02,Atlantic Ocean,16.01,35.23,10.58
2020-11-03,Atlantic Ocean,19.5,34.51,8.15
2020-11-04,Atlantic Ocean,16.13,35.04,9.98
2020-11-05,Atlantic Ocean,18.06,35.42,8.8
2020-11-06,Atlantic Ocean,17.79,35.34,9.59
2020-11-07,Atlantic Ocean,19.06,34.82,8.25
2020-11-08,Atlantic Ocean,21.96,35.68,6.68
2020-11-09,Atlantic Ocean,19.38,35.39,8.75
2020-11-10,Atlantic Ocean,20.08,35.71,8.07
2020-11-11,Atlantic Ocean,17.02,35.8,8.98
2020-11-12,Atlantic Ocean,22.4,34.49,7.05
2020-11-13,Atlantic Ocean,17.59,35.34,8.6
2020-11-14,Atlantic Ocean,17.65,35.72,9.15
2020-11-15,Atlantic Ocean,19.21,34.44,8.36
2020-11-16,Atlantic Ocean,20.74,35.11,7.48
2020-11-17,Atlantic Ocean,15.42,35.14,10.55
2020-11-18,Atlantic Ocean,18.38,35.01,8.2
2020-11-19,Atlantic Ocean,20.78,34.44,7.4
2020-11-20,Atlantic Ocean,17.16,34.53,9.11
2020-11-21,Atlantic Ocean,15.95,34.47,9.8
2020-11-22,Atlantic Ocean,19.59,35.18,8.7
2020-11-23,Atlantic Ocean,16.16,34.83,10.0
2020-11-24,Atlantic Ocean,18.49,33.92,9.14
2020-11-25,Atlantic Ocean,15.0,34.08,10.56
2020-11-26,Atlantic Ocean,18.45,34.88,8.51
2020-11-27,Atlantic Ocean,19.41,36.13,7.92
2020-11-28,Atlantic Ocean,18.16,35.59,9.74
2020-11-29,Atlantic Ocean,17.76,35.29,9.42
2020-11-30,Atlantic Ocean,20.61,34.4,7.46
2020-12-01,Atlantic Ocean,19.54,35.18,8.64
2020-12-02,Atlantic Ocean,15.22,34.66,9.79
2020-12-03,Atlantic Ocean,17.37,33.84,9.22
2020-12-04,Atlantic Ocean,21.15,35.72,7.5
2020-12-05,Atlantic Ocean,19.29,34.9,8.81
2020-12-06,Atlantic Ocean,15.61,35.74,9.74
2020-12-07,Atlantic Ocean,16.13,35.1,9.66
2020-12-08,Atlantic Ocean,16.2,34.52,9.71
2020-12-09,Atlantic Ocean,15.53,34.93,10.42
2020-12-10,Atlantic Ocean,21.58,34.24,6.96
2020-12-11,Atlantic Ocean,19.68,34.76,8.21
2020-12-12,Atlantic Ocean,19.21,34.88,8.7
2020-12-13,Atlantic Ocean,14.55,34.77,11.24
2020-12-14,Atlantic Ocean,21.34,34.42,6.73
2020-12-15,Atlantic Ocean,13.39,35.37,11.03
2020-12-16,Atlantic Ocean,18.41,34.89,9.47
2020-12-17,Atlantic Ocean,16.74,34.69,9.6
2020-12-18,Atlantic Ocean,17.12,34.99,8.36
2020-12-19,Atlantic Ocean,18.42,35.3,8.44
2020-12-20,Atlantic Ocean,21.19,35.27,6.77
2020-12-21,Atlantic Ocean,16.55,35.56,9.31
2020-12-22,Atlantic Ocean,16.85,34.65,9.49
2020-12-23,Atlantic Ocean,18.38,34.7,9.63
2020-12-24,Atlantic Ocean,17.99,34.37,9.74
2020-12-25,Atlantic Ocean,16.5,35.59,9.01
2020-12-26,Atlantic Ocean,18.13,34.69,8.86
2020-12-27,Atlantic Ocean,17.95,35.26,8.31
2020-12-28,Atlantic Ocean,19.49,35.85,8.44
2020-12-29,Atlantic Ocean,17.15,34.23,10.31
2020-12-30,Atlantic Ocean,18.77,35.07,9.5
