date,region,temperature,salinity,current_speed,sea_level
2020-05-16,Atlantic Ocean,17.13,34.74,1.5,-0.02
2020-05-17,Atlantic Ocean,19.36,34.95,1.09,0.197
2020-05-18,Atlantic Ocean,19.82,34.86,1.73,0.055
2020-05-19,Atlantic Ocean,16.33,34.97,0.58,0.041
2020-05-20,Atlantic Ocean,19.16,34.58,0.44,0.045
2020-05-21,Atlantic Ocean,15.1,35.05,1.84,0.015
2020-05-22,Atlantic Ocean,15.04,34.5,2.02,0.05
2020-05-23,Atlantic Ocean,17.35,36.05,0.78,-0.088
2020-05-24,Atlantic Ocean,17.68,34.89,1.23,0.16
2020-05-25,Atlantic Ocean,17.41,34.49,1.81,-0.136
2020-05-26,Atlantic Ocean,18.21,35.92,1.85,-0.062
2020-05-27,Atlantic Ocean,19.01,34.99,0.68,0.108
2020-05-28,Atlantic Ocean,15.5,34.65,1.28,-0.183
2020-05-29,Atlantic Ocean,14.71,35.02,2.4,0.032
2020-05-30,Atlantic Ocean,21.48,35.73,0.82,-0.158
2020-05-31,Atlantic Ocean,17.75,34.18,1.9,-0.028
2020-06-01,Atlantic Ocean,17.49,35.63,2.47,-0.046
2020-06-02,Atlantic Ocean,18.02,34.69,0.15,-0.03
2020-06-03,Atlantic Ocean,16.77,35.12,1.32,-0.04
2020-06-04,Atlantic Ocean,18.95,34.55,0.91,-0.025
2020-06-05,Atlantic Ocean,16.62,34.96,2.38,-0.028
2020-06-06,Atlantic Ocean,13.49,34.87,2.22,0.053
2020-06-07,Atlantic Ocean,17.0,34.9,2.18,0.055
2020-06-08,Atlantic Ocean,19.54,35.99,2.03,0.028
2020-06-09,Atlantic Ocean,16.33,35.25,0.18,-0.106
2020-06-10,Atlantic Ocean,19.17,34.94,1.33,0.003
2020-06-11,Atlantic Ocean,20.73,35.76,1.38,-0.059
2020-06-12,Atlantic Ocean,18.49,34.51,2.01,0.147
2020-06-13,Atlantic Ocean,17.83,35.0,0.83,0.028
2020-06-14,Atlantic Ocean,17.46,34.55,0.91,-0.063
2020-06-15,Atlantic Ocean,17.27,34.77,1.27,0.018
2020-06-16,Atlantic Ocean,13.95,36.13,0.33,0.125
2020-06-17,Atlantic Ocean,17.75,35.51,1.6,-0.293
2020-06-18,Atlantic Ocean,19.7,35.33,1.75,0.063
2020-06-19,Atlantic Ocean,14.91,35.91,1.53,-0.131
2020-06-20,Atlantic Ocean,18.25,34.98,1.6,-0.019
2020-06-21,Atlantic Ocean,15.75,35.35,1.98,0.003
2020-06-22,Atlantic Ocean,17.75,34.73,1.78,-0.047
2020-06-23,Atlantic Ocean,16.55,34.99,2.26,0.061
2020-06-24,Atlantic Ocean,19.78,34.9,0.64,-0.04
2020-06-25,Atlantic Ocean,10.13,34.42,2.33,-0.039
2020-06-26,Atlantic Ocean,16.81,35.65,0.91,-0.049
2020-06-27,Atlantic Ocean,16.41,34.86,1.79,0.022
2020-06-28,Atlantic Ocean,19.21,34.91,0.4,0.024
2020-06-29,Atlantic Ocean,14.48,34.6,1.02,-0.017
2020-06-30,Atlantic Ocean,16.47,35.64,0.74,-0.103
2020-07-01,Atlantic Ocean,14.37,35.71,1.19,0.104
2020-07-02,Atlantic Ocean,20.99,35.13,1.73,-0.25
2020-07-03,Atlantic Ocean,18.1,34.85,1.32,0.023
2020-07-04,Atlantic Ocean,15.84,35.0,1.13,-0.136
2020-07-05,Atlantic Ocean,15.39,34.24,1.34,-0.049
2020-07-06,Atlantic Ocean,13.1,34.3,0.84,0.037
2020-07-07,Atlantic Ocean,18.01,34.62,0.26,0.089
2020-07-08,Atlantic Ocean,20.78,35.08,0.52,0.043
2020-07-09,Atlantic Ocean,13.67,35.53,2.43,0.083
2020-07-10,Atlantic Ocean,15.5,35.21,0.61,0.113
2020-07-11,Atlantic Ocean,19.14,35.15,2.13,0.139
2020-07-12,Atlantic Ocean,15.01,35.11,1.51,0.058
2020-07-13,Atlantic Ocean,18.01,34.89,1.09,0.013
2020-07-14,Atlantic Ocean,13.87,34.89,1.72,0.031
2020-07-15,Atlantic Ocean,17.2,34.89,0.6,-0.069
2020-07-16,Atlantic Ocean,21.82,34.77,1.28,0.047
2020-07-17,Atlantic Ocean,20.11,34.98,2.01,-0.056
2020-07-18,Atlantic Ocean,16.47,34.31,1.95,0.017
2020-07-19,Atlantic Ocean,15.88,34.97,2.18,-0.238
2020-07-20,Atlantic Ocean,17.83,35.13,0.73,-0.081
2020-07-21,Atlantic Ocean,16.9,35.37,1.59,-0.038
2020-07-22,Atlantic Ocean,16.51,34.64,0.72,0.014
2020-07-23,Atlantic Ocean,16.94,35.2,1.24,0.05
2020-07-24,Atlantic Ocean,17.07,34.83,2.01,-0.075
2020-07-25,Atlantic Ocean,16.4,34.69,0.36,0.094
2020-07-26,Atlantic Ocean,17.53,35.13,1.82,0.064
2020-07-27,Atlantic Ocean,13.49,34.64,1.61,-0.016
2020-07-28,Atlantic Ocean,16.81,35.1,2.17,-0.087
2020-07-29,Atlantic Ocean,18.54,34.96,1.69,0.1
2020-07-30,Atlantic Ocean,18.95,35.16,0.32,0.08
2020-07-31,Atlantic Ocean,18.91,34.91,0.21,0.079
2020-08-01,Atlantic Ocean,18.64,36.41,0.36,0.124
2020-08-02,Atlantic Ocean,15.01,35.58,1.11,0.044
2020-08-03,Atlantic Ocean,19.01,34.79,2.28,-0.166
2020-08-04,Atlantic Ocean,16.96,34.32,1.45,0.128
2020-08-05,Atlantic Ocean,14.45,34.83,1.76,0.089
2020-08-06,Atlantic Ocean,18.28,34.64,1.67,0.225
2020-08-07,Atlantic Ocean,16.94,35.27,1.54,-0.228
2020-08-08,Atlantic Ocean,19.75,34.84,1.48,-0.075
2020-08-09,Atlantic Ocean,19.75,34.8,1.53,0.071
2020-08-10,Atlantic Ocean,13.76,35.91,1.29,0.052
2020-08-11,Atlantic Ocean,19.99,34.98,1.65,0.076
2020-08-12,Atlantic Ocean,15.75,35.64,1.04,-0.041
2020-08-13,Atlantic Ocean,19.89,34.95,1.49,0.003
2020-08-14,Atlantic Ocean,19.72,36.7,2.32,-0.042
2020-08-15,Atlantic Ocean,14.62,34.3,2.22,0.078
2020-08-16,Atlantic Ocean,16.94,34.09,1.31,0.044
2020-08-17,Atlantic Ocean,21.24,35.61,2.43,0.021
2020-08-18,Atlantic Ocean,15.44,34.16,1.24,0.022
2020-08-19,Atlantic Ocean,18.7,34.98,0.52,0.047
2020-08-20,Atlantic Ocean,18.55,34.83,0.5,0.032
2020-08-21,Atlantic Ocean,17.56,35.97,0.6,-0.049
2020-08-22,Atlantic Ocean,15.8,35.3,0.77,0.12
2020-08-23,Atlantic Ocean,15.06,34.9,0.5,0.127
2020-08-24,Atlantic Ocean,17.26,35.29,2.28,-0.169
2020-08-25,Atlantic Ocean,15.9,34.72,1.55,-0.028
2020-08-26,Atlantic Ocean,16.11,34.88,0.75,0.116
2020-08-27,Atlantic Ocean,17.3,33.86,1.92,-0.223
2020-08-28,Atlantic Ocean,19.69,34.55,1.76,0.003
2020-08-29,Atlantic Ocean,20.39,35.31,0.89,-0.058
2020-08-30,Atlantic Ocean,16.95,34.94,1.72,0.019
2020-08-31,Atlantic Ocean,14.95,35.74,0.62,-0.003
2020-09-01,Atlantic Ocean,17.6,34.52,0.6,-0.112
2020-09-02,Atlantic Ocean,18.93,35.16,1.79,0.121
2020-09-03,Atlantic Ocean,18.21,34.23,1.46,-0.069
2020-09-04,Atlantic Ocean,19.26,34.14,0.18,-0.037
2020-09-05,Atlantic Ocean,18.86,35.66,1.21,-0.09
2020-09-06,Atlantic Ocean,19.56,34.48,2.11,0.015
2020-09-07,Atlantic Ocean,15.31,36.06,0.51,-0.029
2020-09-08,Atlantic Ocean,18.38,34.72,0.8,0.131
2020-09-09,Atlantic Ocean,16.6,34.84,1.94,0.053
2020-09-10,Atlantic Ocean,18.33,34.74,2.21,-0.097
2020-09-11,Atlantic Ocean,16.79,34.52,1.33,-0.007
2020-09-12,Atlantic Ocean,17.37,35.02,1.64,0.076
2020-09-13,Atlantic Ocean,15.97,35.98,0.63,-0.051
2020-09-14,Atlantic Ocean,15.25,35.17,1.32,-0.059
2020-09-15,Atlantic Ocean,15.22,35.13,0.77,0.122
2020-09-16,Atlantic Ocean,17.77,35.58,1.59,0.085
2020-09-17,Atlantic Ocean,18.79,35.77,2.18,0.033
2020-09-18,Atlantic Ocean,19.43,36.63,0.87,-0.023
2020-09-19,Atlantic Ocean,16.28,34.68,1.11,-0.201
2020-09-20,Atlantic Ocean,19.95,34.8,0.71,0.055
2020-09-21,Atlantic Ocean,19.5,35.24,1.03,-0.072
2020-09-22,Atlantic Ocean,17.44,35.3,0.95,0.058
2020-09-23,Atlantic Ocean,15.57,35.05,0.36,0.146
2020-09-24,Atlantic Ocean,23.45,36.16,2.23,-0.015
2020-09-25,Atlantic Ocean,18.24,35.24,0.2,-0.01
2020-09-26,Atlantic Ocean,17.19,35.32,0.99,-0.134
2020-09-27,Atlantic Ocean,18.0,34.45,1.41,-0.127
2020-09-28,Atlantic Ocean,14.58,34.22,1.08,0.175
2020-09-29,Atlantic Ocean,16.11,35.18,1.6,-0.286
2020-09-30,Atlantic Ocean,14.83,34.59,0.41,0.083
2020-10-01,Atlantic Ocean,17.23,34.99,2.14,0.021
2020-10-02,Atlantic Ocean,18.07,35.63,0.48,-0.026
2020-10-03,Atlantic Ocean,17.36,34.55,0.47,0.016
2020-10-04,Atlantic Ocean,17.57,35.18,1.32,0.136
2020-10-05,Atlantic Ocean,19.02,34.88,2.46,-0.059
2020-10-06,Atlantic Ocean,19.79,34.97,1.97,0.003
2020-10-07,Atlantic Ocean,22.3,34.73,1.18,0.089
2020-10-08,Atlantic Ocean,15.7,35.58,0.89,0.097
2020-10-09,Atlantic Ocean,22.42,34.63,0.13,-0.174
2020-10-10,Atlantic Ocean,19.95,35.24,1.33,0.023
2020-10-11,Atlantic Ocean,19.66,34.04,1.62,0.01
2020-10-12,Atlantic Ocean,13.12,34.12,2.08,0.09
2020-10-13,Atlantic Ocean,19.84,35.07,0.36,0.111
2020-10-14,Atlantic Ocean,14.1,34.33,0.24,0.121
2020-10-15,Atlantic Ocean,16.96,34.21,2.2,0.06
2020-10-16,Atlantic Ocean,17.48,34.37,0.67,0.046
2020-10-17,Atlantic Ocean,17.88,35.15,2.18,0.023
2020-10-18,Atlantic Ocean,20.42,35.5,1.35,-0.062
2020-10-19,Atlantic Ocean,16.82,34.22,0.33,-0.053
2020-10-20,Atlantic Ocean,15.55,34.32,0.37,0.038
2020-10-21,Atlantic Ocean,19.71,35.53,1.84,-0.2
2020-10-22,Atlantic Ocean,18.62,35.34,1.62,0.079
2020-10-23,Atlantic Ocean,22.42,35.45,2.43,-0.077
2020-10-24,Atlantic Ocean,16.89,34.7,2.4,0.212
2020-10-25,Atlantic Ocean,15.71,34.85,2.29,0.094
2020-10-26,Atlantic Ocean,15.92,35.02,0.21,0.008
2020-10-27,Atlantic Ocean,16.55,34.57,0.39,0.034
2020-10-28,Atlantic Ocean,19.27,35.44,0.32,0.004
2020-10-29,Atlantic Ocean,15.72,33.58,1.07,0.088
2020-10-30,Atlantic Ocean,15.55,34.5,2.42,-0.174
2020-10-31,Atlantic Ocean,17.93,35.04,1.05,0.148
2020-11-01,Atlantic Ocean,18.64,34.82,1.82,0.028
2020-11-02,Atlantic Ocean,14.74,34.41,2.01,-0.035
2020-11-03,Atlantic Ocean,20.86,34.03,1.26,0.25
2020-11-04,Atlantic Ocean,20.28,34.55,0.9,0.052
2020-11-05,Atlantic Ocean,17.7,34.35,2.45,0.035
2020-11-06,Atlantic Ocean,16.89,35.35,1.14,0.039
2020-11-07,Atlantic Ocean,15.46,34.38,2.15,-0.051
2020-11-08,Atlantic Ocean,18.95,34.15,2.2,0.219
2020-11-09,Atlantic Ocean,16.42,34.34,0.42,0.007
2020-11-10,Atlantic Ocean,18.52,35.63,1.42,-0.13
2020-11-11,Atlantic Ocean,18.69,34.32,2.02,-0.057
2020-11-12,Atlantic Ocean,16.96,35.69,0.76,0.077
2020-11-13,Atlantic Ocean,20.65,35.86,1.24,0.022
2020-11-14,Atlantic Ocean,19.41,34.39,0.48,0.016
2020-11-15,Atlantic Ocean,16.25,34.43,0.2,-0.039
2020-11-16,Atlantic Ocean,21.34,34.85,1.13,0.054
2020-11-17,Atlantic Ocean,16.69,35.09,1.88,-0.042
2020-11-18,Atlantic Ocean,18.73,35.17,1.69,-0.114
2020-11-19,Atlantic Ocean,17.09,35.89,0.67,0.176
2020-11-20,Atlantic Ocean,17.68,34.07,2.4,-0.124
2020-11-21,Atlantic Ocean,16.65,34.2,0.48,-0.065
2020-11-22,Atlantic Ocean,14.79,34.55,1.27,0.077
2020-11-23,Atlantic Ocean,19.69,34.21,1.86,0.091
2020-11-24,Atlantic Ocean,17.12,34.3,1.28,0.036
2020-11-25,Atlantic Ocean,21.62,33.93,0.73,0.047
2020-11-26,Atlantic Ocean,18.09,35.92,1.48,0.101
2020-11-27,Atlantic Ocean,19.01,35.11,2.09,-0.261
2020-11-28,Atlantic Ocean,17.98,34.74,0.27,0.09
2020-11-29,Atlantic Ocean,18.64,34.99,2.11,0.148
2020-11-30,Atlantic Ocean,20.01,35.58,1.39,0.057
2020-12-01,Atlantic Ocean,16.48,34.67,0.32,-0.109
2020-12-02,Atlantic Ocean,19.74,35.47,0.73,-0.21
2020-12-03,Atlantic Ocean,16.09,33.89,0.43,-0.073
2020-12-04,Atlantic Ocean,21.53,35.36,1.59,0.071
2020-12-05,Atlantic Ocean,18.37,34.4,1.37,0.025
2020-12-06,Atlantic Ocean,21.28,35.14,0.61,-0.009
2020-12-07,Atlantic Ocean,16.35,35.44,0.87,-0.005
2020-12-08,Atlantic Ocean,19.37,34.1,1.27,0.178
2020-12-09,Atlantic Ocean,16.23,35.86,2.31,-0.122
2020-12-10,Atlantic Ocean,17.76,35.55,1.6,-0.042
2020-12-11,Atlantic Ocean,22.17,34.31,0.87,-0.047
2020-12-12,Atlantic Ocean,22.61,35.02,1.82,0.057
2020-12-13,Atlantic Ocean,18.62,34.64,1.16,-0.13
2020-12-14,Atlantic Ocean,21.41,34.03,2.22,0.118
2020-12-15,Atlantic Ocean,19.4,34.7,0.59,0.148
2020-12-16,Atlantic Ocean,16.69,35.28,0.37,0.026
2020-12-17,Atlantic Ocean,17.06,34.43,0.98,-0.064
2020-12-18,Atlantic Ocean,19.91,34.24,1.11,-0.122
2020-12-19,Atlantic Ocean,17.13,35.13,1.24,-0.096
2020-12-20,Atlantic Ocean,21.02,35.66,0.91,-0.08
2020-12-21,Atlantic Ocean,16.99,34.77,1.86,-0.04
2020-12-22,Atlantic Ocean,15.19,34.77,0.42,0.076
2020-12-23,Atlantic Ocean,18.32,34.72,1.76,0.124
2020-12-24,Atlantic Ocean,17.41,34.72,0.87,-0.073
2020-12-25,Atlantic Ocean,17.69,34.92,1.87,0.171
2020-12-26,Atlantic Ocean,20.68,34.83,0.52,0.26
2020-12-27,Atlantic Ocean,15.4,34.89,0.67,0.025
2020-12-28,Atlantic Ocean,18.74,34.65,1.64,-0.001
2020-12-29,Atlantic Ocean,18.08,34.99,0.6,0.169
2020-12-30,Atlantic Ocean,18.58,35.21,1.06,-0.023
2020-01-01,Arctic Ocean,15.68,35.24,1.53,0.016
2020-01-02,Arctic Ocean,15.31,34.82,0.27,0.157
2020-01-03,Arctic Ocean,14.08,35.56,1.97,-0.113
2020-01-04,Arctic Ocean,16.23,35.57,1.49,0.143
2020-01-05,Arctic Ocean,18.58,34.1,1.72,-0.103
2020-01-06,Arctic Ocean,17.5,34.89,0.79,-0.057
2020-01-07,Arctic Ocean,14.96,34.72,1.06,-0.013
2020-01-08,Arctic Ocean,14.09,35.61,1.61,0.042
2020-01-09,Arctic Ocean,15.49,35.83,0.55,-0.145
2020-01-10,Arctic Ocean,15.91,34.73,0.25,-0.079
2020-01-11,Arctic Ocean,16.83,34.96,2.42,-0.097
2020-01-12,Arctic Ocean,16.98,35.46,1.19,0.098
2020-01-13,Arctic Ocean,20.18,34.42,1.53,0.115
2020-01-14,Arctic Ocean,15.57,35.27,1.93,-0.151
2020-01-15,Arctic Ocean,15.95,35.2,2.02,0.065
2020-01-16,Arctic Ocean,15.76,35.06,0.69,0.011
2020-01-17,Arctic Ocean,15.92,34.15,2.19,-0.004
2020-01-18,Arctic Ocean,13.97,34.87,0.56,0.032
2020-01-19,Arctic Ocean,15.83,35.03,2.03,-0.106
2020-01-20,Arctic Ocean,17.94,34.88,2.44,0.05
2020-01-21,Arctic Ocean,19.87,34.84,1.66,-0.071
2020-01-22,Arctic Ocean,15.57,35.24,2.47,-0.014
2020-01-23,Arctic Ocean,16.29,34.26,0.29,-0.232
2020-01-24,Arctic Ocean,19.11,34.31,2.08,0.152
2020-01-25,Arctic Ocean,15.13,34.57,1.38,-0.049
2020-01-26,Arctic Ocean,18.06,35.05,1.43,-0.135
2020-01-27,Arctic Ocean,16.85,34.81,1.24,0.134
2020-01-28,Arctic Ocean,16.64,35.3,0.4,-0.065
2020-01-29,Arctic Ocean,17.59,34.14,1.19,0.0
2020-01-30,Arctic Ocean,14.22,35.33,0.82,-0.011
2020-01-31,Arctic Ocean,13.01,35.75,1.61,-0.011
2020-02-01,Arctic Ocean,15.68,35.03,1.85,-0.051
2020-02-02,Arctic Ocean,17.8,34.97,0.69,0.072
2020-02-03,Arctic Ocean,18.09,35.39,1.48,-0.021
2020-02-04,Arctic Ocean,19.58,34.94,0.72,-0.021
2020-02-05,Arctic Ocean,21.26,34.79,0.15,0.016
2020-02-06,Arctic Ocean,14.88,35.04,0.57,-0.013
2020-02-07,Arctic Ocean,16.49,34.39,1.87,-0.078
2020-02-08,Arctic Ocean,14.31,34.68,2.1,0.046
2020-02-09,Arctic Ocean,15.84,35.82,2.48,-0.092
2020-02-10,Arctic Ocean,16.66,35.77,1.76,-0.088
2020-02-11,Arctic Ocean,15.32,34.67,0.54,0.032
2020-02-12,Arctic Ocean,14.99,34.75,2.32,0.07
2020-02-13,Arctic Ocean,16.33,34.79,2.3,-0.065
2020-02-14,Arctic Ocean,15.36,34.31,2.17,-0.174
2020-02-15,Arctic Ocean,17.36,34.5,1.75,-0.035
2020-02-16,Arctic Ocean,15.07,35.17,0.54,-0.022
2020-02-17,Arctic Ocean,18.69,35.54,1.76,0.051
2020-02-18,Arctic Ocean,17.8,34.34,1.58,0.08
2020-02-19,Arctic Ocean,14.74,34.16,1.27,-0.191
2020-02-20,Arctic Ocean,15.2,34.81,1.09,-0.035
2020-02-21,Arctic Ocean,15.83,35.33,0.63,-0.15
2020-02-22,Arctic Ocean,12.17,35.32,1.87,-0.019
2020-02-23,Arctic Ocean,17.54,35.2,2.13,-0.006
2020-02-24,Arctic Ocean,17.71,34.86,2.38,0.064
2020-02-25,Arctic Ocean,16.01,34.22,0.83,-0.161
2020-02-26,Arctic Ocean,19.46,34.74,1.6,-0.141
2020-02-27,Arctic Ocean,15.84,35.65,1.97,-0.066
2020-02-28,Arctic Ocean,17.16,34.85,0.66,0.221
2020-02-29,Arctic Ocean,13.48,34.94,1.85,0.204
2020-03-01,Arctic Ocean,13.86,35.15,1.89,0.023
2020-03-02,Arctic Ocean,14.71,34.72,1.18,-0.077
2020-03-03,Arctic Ocean,14.7,34.66,1.48,-0.118
2020-03-04,Arctic Ocean,15.62,35.12,2.06,0.075
2020-03-05,Arctic Ocean,14.32,36.05,2.01,-0.122
2020-03-06,Arctic Ocean,18.07,34.84,0.14,-0.136
2020-03-07,Arctic Ocean,16.07,35.53,1.38,0.036
2020-03-08,Arctic Ocean,15.34,34.48,2.49,0.075
2020-03-09,Arctic Ocean,17.55,34.79,2.06,0.02
2020-03-10,Arctic Ocean,17.53,34.24,0.92,-0.056
2020-03-11,Arctic Ocean,18.42,34.89,0.76,-0.029
2020-03-12,Arctic Ocean,17.31,35.09,1.44,-0.088
2020-03-13,Arctic Ocean,16.32,35.11,0.86,0.152
2020-03-14,Arctic Ocean,15.86,34.87,1.68,0.097
2020-03-15,Arctic Ocean,17.48,35.29,0.9,-0.151
2020-03-16,Arctic Ocean,15.01,35.14,1.47,0.009
2020-03-17,Arctic Ocean,18.99,35.07,0.7,0.196
2020-03-18,Arctic Ocean,15.64,35.91,0.47,-0.001
2020-03-19,Arctic Ocean,14.58,34.71,2.34,0.233
2020-03-20,Arctic Ocean,20.4,35.67,0.15,-0.051
2020-03-21,Arctic Ocean,16.26,35.7,1.42,0.056
2020-03-22,Arctic Ocean,19.39,34.7,2.35,-0.152
2020-03-23,Arctic Ocean,11.79,35.62,0.76,-0.058
2020-03-24,Arctic Ocean,17.48,34.94,0.88,-0.033
2020-03-25,Arctic Ocean,16.87,34.66,0.63,0.083
2020-03-26,Arctic Ocean,12.26,35.55,1.15,-0.062
2020-03-27,Arctic Ocean,11.51,33.49,1.88,0.037
2020-03-28,Arctic Ocean,19.91,35.19,1.13,0.076
2020-03-29,Arctic Ocean,18.79,35.11,0.44,0.145
2020-03-30,Arctic Ocean,17.12,34.86,0.92,-0.08
2020-03-31,Arctic Ocean,12.23,34.78,0.65,-0.035
2020-04-01,Arctic Ocean,16.23,34.48,1.44,0.066
2020-04-02,Arctic Ocean,17.49,34.97,0.57,-0.006
2020-04-03,Arctic Ocean,17.1,35.18,0.79,-0.06
2020-04-04,Arctic Ocean,16.64,33.84,1.68,0.095
2020-04-05,Arctic Ocean,15.61,34.24,2.12,0.174
2020-04-06,Arctic Ocean,13.22,35.42,1.4,-0.013
2020-04-07,Arctic Ocean,16.36,35.09,0.3,0.035
2020-04-08,Arctic Ocean,15.17,34.49,1.59,-0.096
2020-04-09,Arctic Ocean,18.47,35.06,1.33,-0.006
2020-04-10,Arctic Ocean,19.1,34.46,1.12,0.103
2020-04-11,Arctic Ocean,16.84,34.18,2.42,0.128
2020-04-12,Arctic Ocean,21.52,35.03,2.15,0.188
2020-04-13,Arctic Ocean,20.77,34.96,1.28,-0.085
2020-04-14,Arctic Ocean,14.38,35.13,0.26,-0.104
2020-04-15,Arctic Ocean,18.42,35.55,1.82,0.01
2020-04-16,Arctic Ocean,15.04,35.29,0.83,0.021
2020-04-17,Arctic Ocean,15.85,35.76,0.22,-0.017
2020-04-18,Arctic Ocean,17.78,35.29,1.76,-0.048
2020-04-19,Arctic Ocean,16.14,34.6,2.21,0.113
2020-04-20,Arctic Ocean,17.79,34.91,2.14,-0.045
2020-04-21,Arctic Ocean,17.08,34.17,1.38,-0.049
2020-04-22,Arctic Ocean,17.35,35.31,1.21,-0.061
2020-04-23,Arctic Ocean,16.83,35.04,1.51,0.044
2020-04-24,Arctic Ocean,16.36,35.29,1.08,-0.023
2020-04-25,Arctic Ocean,14.25,34.3,1.66,-0.0
2020-04-26,Arctic Ocean,16.64,35.07,2.14,0.118
2020-04-27,Arctic Ocean,15.58,34.44,0.28,0.028
2020-04-28,Arctic Ocean,20.55,35.26,1.98,0.012
2020-04-29,Arctic Ocean,14.65,34.51,0.52,-0.048
2020-04-30,Arctic Ocean,16.94,34.75,0.78,-0.007
2020-05-01,Arctic Ocean,17.51,36.06,2.22,-0.041
2020-05-02,Arctic Ocean,19.54,34.96,2.09,0.169
2020-05-03,Arctic Ocean,19.01,34.32,1.36,-0.051
2020-05-04,Arctic Ocean,22.52,34.45,2.42,0.089
2020-05-05,Arctic Ocean,17.02,34.89,1.12,-0.07
2020-05-06,Arctic Ocean,18.37,34.67,2.17,0.218
2020-05-07,Arctic Ocean,16.81,34.85,1.32,-0.021
2020-05-08,Arctic Ocean,14.64,34.86,0.17,-0.138
2020-05-09,Arctic Ocean,16.69,34.63,1.02,0.019
2020-05-10,Arctic Ocean,15.92,35.68,2.0,-0.086
2020-05-11,Arctic Ocean,15.6,35.14,0.64,-0.043
2020-05-12,Arctic Ocean,17.54,34.06,0.94,0.102
2020-05-13,Arctic Ocean,13.68,35.47,0.33,0.208
2020-05-14,Arctic Ocean,20.5,35.11,0.12,0.092
2020-05-15,Arctic Ocean,18.62,34.4,2.18,0.064
2020-05-16,Arctic Ocean,15.7,34.87,1.93,-0.135
2020-05-17,Arctic Ocean,19.32,34.27,0.22,-0.108
2020-05-18,Arctic Ocean,18.6,34.04,1.1,-0.046
2020-05-19,Arctic Ocean,16.08,34.89,1.38,-0.008
2020-05-20,Arctic Ocean,14.23,34.21,0.57,0.184
2020-05-21,Arctic Ocean,18.59,34.2,0.84,0.057
2020-05-22,Arctic Ocean,15.71,35.56,1.39,0.06
2020-05-23,Arctic Ocean,15.94,35.39,0.79,-0.099
2020-05-24,Arctic Ocean,18.52,34.2,0.68,0.057
2020-05-25,Arctic Ocean,16.21,35.44,1.12,-0.154
2020-05-26,Arctic Ocean,17.72,34.42,1.76,-0.075
2020-05-27,Arctic Ocean,17.38,34.37,0.57,0.069
2020-05-28,Arctic Ocean,20.4,34.37,0.58,-0.105
2020-05-29,Arctic Ocean,16.48,34.68,1.67,-0.106
2020-05-30,Arctic Ocean,17.48,35.23,2.36,0.104
2020-05-31,Arctic Ocean,17.08,34.28,1.55,0.14
2020-06-01,Arctic Ocean,17.3,34.88,1.9,-0.048
2020-06-02,Arctic Ocean,17.74,35.33,2.21,0.097
2020-06-03,Arctic Ocean,18.67,35.61,1.69,-0.119
2020-06-04,Arctic Ocean,18.69,35.47,0.6,-0.124
2020-06-05,Arctic Ocean,14.62,34.79,2.25,0.003
2020-06-06,Arctic Ocean,12.6,35.06,0.3,0.006
2020-06-07,Arctic Ocean,16.38,34.48,0.72,0.034
2020-06-08,Arctic Ocean,19.14,35.21,2.03,-0.179
2020-06-09,Arctic Ocean,17.9,34.42,0.55,0.001
2020-06-10,Arctic Ocean,17.62,34.73,1.06,-0.001
2020-06-11,Arctic Ocean,17.93,34.34,1.2,-0.091
2020-06-12,Arctic Ocean,14.47,35.48,0.16,0.104
2020-06-13,Arctic Ocean,17.92,34.23,1.75,0.158
2020-06-14,Arctic Ocean,18.8,35.32,2.37,0.018
2020-06-15,Arctic Ocean,16.91,34.86,0.44,0.104
2020-06-16,Arctic Ocean,15.79,34.95,1.87,-0.031
2020-06-17,Arctic Ocean,17.0,35.68,1.77,-0.116
2020-06-18,Arctic Ocean,18.75,34.86,1.0,0.014
2020-06-19,Arctic Ocean,18.36,35.61,1.03,0.04
2020-06-20,Arctic Ocean,16.13,35.03,0.32,0.034
2020-06-21,Arctic Ocean,15.39,34.74,2.43,-0.035
2020-06-22,Arctic Ocean,21.33,33.98,0.46,-0.04
2020-06-23,Arctic Ocean,15.59,35.97,1.43,0.103
2020-06-24,Arctic Ocean,16.13,35.16,0.18,0.155
2020-06-25,Arctic Ocean,15.91,34.25,0.45,0.172
2020-06-26,Arctic Ocean,17.68,34.72,2.45,0.048
2020-06-27,Arctic Ocean,20.65,34.22,2.04,0.204
2020-06-28,Arctic Ocean,17.38,35.19,1.38,0.079
2020-06-29,Arctic Ocean,17.18,35.02,1.01,-0.013
2020-06-30,Arctic Ocean,17.82,35.39,0.86,0.004
2020-07-01,Arctic Ocean,19.95,34.66,0.86,0.07
2020-07-02,Arctic Ocean,15.48,34.32,0.76,0.182
2020-07-03,Arctic Ocean,16.54,34.95,1.62,0.119
2020-07-04,Arctic Ocean,18.27,34.92,1.52,-0.075
2020-07-05,Arctic Ocean,18.66,35.66,1.22,0.078
2020-07-06,Arctic Ocean,16.77,35.21,1.39,-0.027
2020-07-07,Arctic Ocean,18.77,34.01,1.85,-0.16
2020-07-08,Arctic Ocean,18.16,34.29,1.52,0.048
2020-07-09,Arctic Ocean,18.53,35.42,0.35,-0.062
2020-07-10,Arctic Ocean,19.07,35.19,1.54,0.073
2020-07-11,Arctic Ocean,21.42,34.56,0.41,-0.125
2020-07-12,Arctic Ocean,20.54,34.93,1.69,0.028
